year_of_filing,state,sector,dispute_type,claim_amount_slab,claim_amount_numeric,respondent_type,delay_days,has_written_contract,has_purchase_order,has_delivery_challan,num_invoices_submitted,doc_completeness_score,claimant_udyam_age_months,prior_cases_filed,case_status,resolution_days
2021,Jharkhand,Printing & Packaging,Quality Dispute Leading to Non-Payment,Below 1 Lakh,50000,PSU,107,1,1,1,12,0.51,47,0,Mutually Settled,157.0
2022,Tamil Nadu,Construction,Quality Dispute Leading to Non-Payment,1-10 Lakh,500000,Govt Department,433,1,1,1,11,0.61,21,2,Mutually Settled,160.0
2023,Maharashtra,Engineering & Fabrication,Non-Payment,10-50 Lakh,3000000,Private SME,79,1,1,0,14,0.55,4,2,Disposed - In Favour of Claimant,684.0
2018,Tamil Nadu,Auto Components,Non-Payment,Below 1 Lakh,50000,Govt Department,327,1,1,1,9,0.56,75,0,Mutually Settled,48.0
2021,Gujarat,Auto Components,Quality Dispute Leading to Non-Payment,1-10 Lakh,500000,CPSE,276,0,1,0,13,0.54,21,1,Mutually Settled,162.0
2023,Punjab,Auto Components,Non-Payment,10-50 Lakh,3000000,Govt Department,418,1,1,1,14,0.55,105,0,Disposed - In Favour of Claimant,245.0
2023,Punjab,Electrical & Electronics,Non-Payment,Above 1 Crore,15000000,CPSE,867,1,1,1,14,0.41,5,0,Converted to Case - Pending,
2018,Delhi,Textile & Apparel,Quality Dispute Leading to Non-Payment,1-10 Lakh,500000,Govt Department,456,1,1,0,4,0.66,87,0,Mutually Settled,173.0
2020,Maharashtra,IT & Software Services,Non-Payment,1-10 Lakh,500000,PSU,724,1,1,1,5,0.45,97,0,Mutually Settled,150.0
2023,West Bengal,Printing & Packaging,Non-Payment,1-10 Lakh,500000,PSU,258,1,0,0,1,0.88,77,0,Mutually Settled,96.0
2020,Tamil Nadu,IT & Software Services,Non-Payment,50 Lakh - 1 Crore,7500000,Govt Department,322,1,0,1,4,0.59,115,1,Mutually Settled,61.0
2024,Punjab,Electrical & Electronics,Payment After Due Date,Below 1 Lakh,50000,Govt Department,611,0,1,1,9,0.73,6,0,Mutually Settled,19.0
2017,Karnataka,Auto Components,Non-Payment,10-50 Lakh,3000000,Govt Department,741,1,0,1,9,0.73,6,0,Mutually Settled,123.0
2019,Tamil Nadu,Pharma & Chemicals,Quality Dispute Leading to Non-Payment,50 Lakh - 1 Crore,7500000,Govt Department,266,1,1,1,2,0.28,107,0,Disposed - In Favour of Claimant,642.0
2020,Maharashtra,Electrical & Electronics,Partial Payment,Above 1 Crore,15000000,Private SME,655,1,1,0,12,0.6,65,0,Mutually Settled,36.0
2025,Maharashtra,Textile & Apparel,Partial Payment,10-50 Lakh,3000000,Private Large Corp,620,1,1,0,2,0.99,32,1,Mutually Settled,38.0
2024,Telangana,Construction,Non-Payment,1-10 Lakh,500000,PSU,599,1,1,1,9,0.49,60,0,Mutually Settled,78.0
2024,Odisha,Engineering & Fabrication,Non-Payment,1-10 Lakh,500000,Govt Department,806,1,1,0,2,1.0,34,1,Mutually Settled,162.0
2021,Punjab,Food Processing,Partial Payment,1-10 Lakh,500000,Private Large Corp,155,1,1,1,6,0.76,100,1,Mutually Settled,115.0
2024,Maharashtra,Printing & Packaging,Non-Payment,10-50 Lakh,3000000,CPSE,711,0,1,0,5,0.75,99,0,Mutually Settled,120.0
2024,Uttar Pradesh,Electrical & Electronics,Quality Dispute Leading to Non-Payment,10-50 Lakh,3000000,Private SME,242,1,0,1,11,0.7,88,0,Disposed - In Favour of Claimant,670.0
2021,West Bengal,Construction,Partial Payment,50 Lakh - 1 Crore,7500000,Private Large Corp,705,1,1,1,2,0.86,101,0,Disposed - In Favour of Claimant,506.0
2025,Madhya Pradesh,Food Processing,Partial Payment,1-10 Lakh,500000,Private Large Corp,767,1,1,1,7,0.87,37,0,Disposed - In Favour of Claimant,624.0
2024,Maharashtra,Construction,Non-Payment,10-50 Lakh,3000000,Govt Department,429,1,1,1,13,0.65,28,0,Disposed - In Favour of Claimant,609.0
2025,Maharashtra,IT & Software Services,Payment After Due Date,50 Lakh - 1 Crore,7500000,Private Large Corp,498,0,1,0,9,0.56,70,1,Mutually Settled,65.0
2024,Haryana,IT & Software Services,Non-Payment,50 Lakh - 1 Crore,7500000,PSU,497,1,1,1,2,0.37,102,1,Mutually Settled,158.0
2023,Uttar Pradesh,Auto Components,Non-Payment,10-50 Lakh,3000000,Private Large Corp,800,0,0,1,2,0.81,93,1,Mutually Settled,158.0
2025,Tamil Nadu,Manufacturing,Quality Dispute Leading to Non-Payment,10-50 Lakh,3000000,Private SME,152,1,0,0,5,0.66,11,2,Disposed - In Favour of Claimant,389.0
2021,Maharashtra,Engineering & Fabrication,Partial Payment,10-50 Lakh,3000000,Private SME,50,0,1,0,7,0.48,59,0,Converted to Case - Pending,
2024,Karnataka,Textile & Apparel,Partial Payment,1-10 Lakh,500000,Private Large Corp,189,0,1,1,1,0.53,116,1,Converted to Case - Pending,
2020,Andhra Pradesh,Textile & Apparel,Partial Payment,Below 1 Lakh,50000,Private SME,182,1,1,1,13,0.64,61,0,Mutually Settled,125.0
2023,Uttarakhand,Auto Components,Payment After Due Date,1-10 Lakh,500000,CPSE,838,0,1,0,4,0.45,74,1,Mutually Settled,123.0
2024,Karnataka,IT & Software Services,Non-Payment,1-10 Lakh,500000,PSU,486,0,1,1,9,0.66,91,0,Mutually Settled,136.0
2023,Karnataka,Auto Components,Non-Payment,10-50 Lakh,3000000,Private Large Corp,211,1,1,1,1,0.33,111,0,Disposed - In Favour of Claimant,411.0
2024,Maharashtra,Pharma & Chemicals,Payment After Due Date,10-50 Lakh,3000000,Private SME,693,1,0,1,7,0.54,82,2,Mutually Settled,66.0
2021,Karnataka,Electrical & Electronics,Non-Payment,1-10 Lakh,500000,Private Large Corp,685,1,1,1,13,0.42,58,0,Mutually Settled,141.0
2022,Uttar Pradesh,Electrical & Electronics,Payment After Due Date,Below 1 Lakh,50000,PSU,110,1,0,1,5,0.69,4,1,Mutually Settled,167.0
2017,Delhi,Printing & Packaging,Non-Payment,Below 1 Lakh,50000,Private Large Corp,460,1,1,0,3,0.45,6,0,Disposed - In Favour of Claimant,576.0
2019,Uttar Pradesh,IT & Software Services,Non-Payment,Below 1 Lakh,50000,PSU,846,1,1,1,5,0.54,32,0,Mutually Settled,105.0
2023,Gujarat,Manufacturing,Non-Payment,1-10 Lakh,500000,Private Large Corp,484,1,1,0,12,1.0,60,0,Mutually Settled,65.0
2022,Maharashtra,Pharma & Chemicals,Partial Payment,Above 1 Crore,15000000,Govt Department,425,1,1,1,12,0.82,39,0,Mutually Settled,29.0
2019,Tamil Nadu,Pharma & Chemicals,Partial Payment,1-10 Lakh,500000,Private Large Corp,173,1,1,1,5,0.77,100,0,Disposed - In Favour of Claimant,605.0
2020,Maharashtra,IT & Software Services,Non-Payment,1-10 Lakh,500000,Govt Department,242,1,1,1,3,0.91,41,1,Mutually Settled,109.0
2021,Gujarat,Electrical & Electronics,Non-Payment,Below 1 Lakh,50000,Private SME,639,0,1,0,11,0.75,56,2,Mutually Settled,111.0
2023,Himachal Pradesh,Food Processing,Quality Dispute Leading to Non-Payment,10-50 Lakh,3000000,Private Large Corp,849,1,1,1,12,0.37,87,1,Disposed - In Favour of Claimant,527.0
2022,Rajasthan,Electrical & Electronics,Non-Payment,10-50 Lakh,3000000,Govt Department,541,0,1,1,9,0.39,28,1,Disposed - In Favour of Claimant,211.0
2018,Karnataka,Printing & Packaging,Payment After Due Date,1-10 Lakh,500000,Private Large Corp,641,1,1,0,10,0.11,55,0,Disposed - In Favour of Claimant,528.0
2023,Kerala,Printing & Packaging,Quality Dispute Leading to Non-Payment,50 Lakh - 1 Crore,7500000,Govt Department,547,1,1,0,14,0.69,33,0,Mutually Settled,30.0
2020,Goa,IT & Software Services,Contract Breach,10-50 Lakh,3000000,PSU,197,1,1,0,2,0.44,25,2,Mutually Settled,23.0
2023,Delhi,Engineering & Fabrication,Quality Dispute Leading to Non-Payment,1-10 Lakh,500000,PSU,746,0,1,0,14,0.54,23,0,Mutually Settled,143.0
2019,Telangana,Engineering & Fabrication,Non-Payment,1-10 Lakh,500000,Private Large Corp,768,0,1,0,11,0.59,25,1,Disposed - In Favour of Claimant,433.0
2025,Tamil Nadu,Manufacturing,Contract Breach,1-10 Lakh,500000,Private Large Corp,73,1,1,1,14,0.53,88,1,Disposed - In Favour of Claimant,386.0
2018,Tamil Nadu,Engineering & Fabrication,Payment After Due Date,1-10 Lakh,500000,Private Large Corp,105,0,1,1,1,0.64,23,3,Mutually Settled,98.0
2023,Uttar Pradesh,Construction,Payment After Due Date,50 Lakh - 1 Crore,7500000,Private SME,139,0,1,0,8,0.59,34,1,Mutually Settled,142.0
2022,Punjab,Construction,Non-Payment,Below 1 Lakh,50000,Govt Department,892,0,1,1,12,0.57,28,1,Mutually Settled,109.0
2018,Haryana,Textile & Apparel,Contract Breach,1-10 Lakh,500000,CPSE,159,1,0,1,11,0.34,102,2,Disposed - In Favour of Claimant,393.0
2017,Tamil Nadu,Construction,Payment After Due Date,1-10 Lakh,500000,Private SME,886,1,1,1,3,0.7,42,0,Mutually Settled,51.0
2021,Maharashtra,Food Processing,Payment After Due Date,1-10 Lakh,500000,Private SME,169,0,0,0,2,1.0,119,1,Disposed - In Favour of Claimant,359.0
2024,Punjab,Food Processing,Non-Payment,50 Lakh - 1 Crore,7500000,PSU,596,1,1,1,10,0.71,43,0,Mutually Settled,170.0
2018,Maharashtra,Food Processing,Non-Payment,1-10 Lakh,500000,Private Large Corp,302,1,1,0,13,1.0,17,0,Mutually Settled,159.0
2023,Delhi,Construction,Contract Breach,Below 1 Lakh,50000,CPSE,58,1,1,1,12,0.54,31,0,Mutually Settled,47.0
2023,Haryana,Manufacturing,Partial Payment,10-50 Lakh,3000000,Private Large Corp,785,0,1,1,1,0.6,17,0,Disposed - In Favour of Claimant,181.0
2020,Haryana,Electrical & Electronics,Non-Payment,1-10 Lakh,500000,PSU,239,1,1,1,7,0.65,18,0,Disposed - In Favour of Claimant,666.0
2018,West Bengal,IT & Software Services,Payment After Due Date,Below 1 Lakh,50000,Private SME,599,1,0,1,7,0.62,94,3,Mutually Settled,83.0
2024,Kerala,Auto Components,Non-Payment,1-10 Lakh,500000,PSU,230,0,1,0,4,0.88,52,0,Mutually Settled,179.0
2020,Rajasthan,Textile & Apparel,Non-Payment,1-10 Lakh,500000,Private Large Corp,80,1,0,1,5,0.21,73,0,Converted to Case - Pending,
2019,West Bengal,Printing & Packaging,Non-Payment,1-10 Lakh,500000,Private Large Corp,594,1,1,0,14,0.56,87,0,Mutually Settled,21.0
2023,Delhi,Pharma & Chemicals,Non-Payment,1-10 Lakh,500000,CPSE,120,1,1,1,12,0.98,64,1,Mutually Settled,106.0
2020,Gujarat,Printing & Packaging,Non-Payment,Below 1 Lakh,50000,CPSE,295,0,1,1,10,0.55,56,0,Disposed - In Favour of Claimant,420.0
2022,Maharashtra,Textile & Apparel,Non-Payment,10-50 Lakh,3000000,Govt Department,684,0,0,0,12,0.84,115,0,Mutually Settled,82.0
2018,Tamil Nadu,Printing & Packaging,Non-Payment,Below 1 Lakh,50000,Private SME,65,0,1,1,1,0.77,48,0,Mutually Settled,166.0
2025,Rajasthan,Electrical & Electronics,Partial Payment,Above 1 Crore,15000000,Private Large Corp,773,1,0,0,14,0.64,46,0,Disposed - In Favour of Claimant,701.0
2021,Delhi,Printing & Packaging,Quality Dispute Leading to Non-Payment,1-10 Lakh,500000,Private Large Corp,292,0,1,0,14,0.71,39,0,Mutually Settled,92.0
2025,Andhra Pradesh,Printing & Packaging,Partial Payment,10-50 Lakh,3000000,Private Large Corp,765,1,1,0,14,0.63,88,0,Mutually Settled,174.0
2021,Gujarat,Electrical & Electronics,Non-Payment,50 Lakh - 1 Crore,7500000,Private Large Corp,708,1,1,1,3,0.22,100,0,Disposed - In Favour of Claimant,279.0
2021,Maharashtra,Electrical & Electronics,Non-Payment,1-10 Lakh,500000,Private Large Corp,484,1,1,1,1,0.74,14,0,Mutually Settled,171.0
2024,Uttarakhand,Construction,Payment After Due Date,10-50 Lakh,3000000,Private Large Corp,870,1,1,1,9,0.53,34,3,Mutually Settled,72.0
2021,Maharashtra,Electrical & Electronics,Contract Breach,50 Lakh - 1 Crore,7500000,PSU,479,1,1,0,10,0.37,12,0,Disposed - In Favour of Claimant,545.0
2021,Rajasthan,Auto Components,Non-Payment,1-10 Lakh,500000,Private Large Corp,211,1,1,1,1,0.73,9,0,Mutually Settled,95.0
2018,Delhi,Engineering & Fabrication,Non-Payment,Above 1 Crore,15000000,Private Large Corp,348,1,1,1,13,0.71,4,0,Converted to Case - Pending,
2025,Karnataka,Auto Components,Partial Payment,Below 1 Lakh,50000,Private SME,665,0,1,1,7,0.85,8,1,Mutually Settled,169.0
2018,Maharashtra,Printing & Packaging,Payment After Due Date,1-10 Lakh,500000,Private Large Corp,394,1,0,0,13,0.6,1,0,Disposed - In Favour of Claimant,390.0
2023,Maharashtra,Auto Components,Partial Payment,10-50 Lakh,3000000,Private Large Corp,173,1,1,0,5,0.82,76,2,Mutually Settled,107.0
2022,Maharashtra,Textile & Apparel,Partial Payment,1-10 Lakh,500000,Private Large Corp,715,1,0,1,4,0.65,10,0,Mutually Settled,89.0
2018,Delhi,IT & Software Services,Payment After Due Date,10-50 Lakh,3000000,Private SME,394,1,1,1,12,0.72,18,0,Mutually Settled,177.0
2017,Karnataka,Engineering & Fabrication,Contract Breach,50 Lakh - 1 Crore,7500000,PSU,281,0,1,1,4,0.74,69,0,Mutually Settled,59.0
2025,Gujarat,IT & Software Services,Non-Payment,Above 1 Crore,15000000,PSU,679,0,1,0,4,0.38,56,0,Converted to Case - Pending,
2023,Punjab,Pharma & Chemicals,Contract Breach,1-10 Lakh,500000,Private Large Corp,856,1,1,1,9,0.73,86,3,Mutually Settled,109.0
2023,Telangana,Auto Components,Non-Payment,Above 1 Crore,15000000,PSU,419,1,1,1,6,0.67,31,0,Mutually Settled,69.0
2021,Maharashtra,IT & Software Services,Payment After Due Date,1-10 Lakh,500000,Private Large Corp,278,0,0,1,12,0.6,22,0,Disposed - In Favour of Claimant,522.0
2020,Rajasthan,Electrical & Electronics,Partial Payment,1-10 Lakh,500000,Private Large Corp,639,1,0,1,10,0.67,36,0,Mutually Settled,102.0
2023,Haryana,Manufacturing,Partial Payment,1-10 Lakh,500000,PSU,109,0,1,1,14,1.0,48,0,Mutually Settled,139.0
2022,Tamil Nadu,Manufacturing,Partial Payment,10-50 Lakh,3000000,Private SME,51,0,1,1,10,0.27,74,1,Converted to Case - Pending,
2023,Tamil Nadu,Electrical & Electronics,Non-Payment,1-10 Lakh,500000,Private Large Corp,844,1,1,1,11,0.62,110,0,Converted to Case - Pending,
2021,Delhi,IT & Software Services,Non-Payment,10-50 Lakh,3000000,Private SME,249,1,1,0,6,0.81,67,0,Mutually Settled,149.0
2025,Bihar,Printing & Packaging,Partial Payment,1-10 Lakh,500000,Private Large Corp,553,1,0,0,13,0.4,79,0,Disposed - In Favour of Claimant,484.0
2018,Telangana,Electrical & Electronics,Partial Payment,1-10 Lakh,500000,Private Large Corp,644,0,1,1,1,0.72,94,0,Mutually Settled,56.0
2018,Delhi,Engineering & Fabrication,Non-Payment,Above 1 Crore,15000000,Private Large Corp,202,1,1,1,7,0.71,107,0,Mutually Settled,151.0
2024,West Bengal,Food Processing,Quality Dispute Leading to Non-Payment,1-10 Lakh,500000,CPSE,432,1,1,0,8,0.33,78,0,Converted to Case - Pending,
2023,Uttar Pradesh,Textile & Apparel,Non-Payment,1-10 Lakh,500000,Private Large Corp,654,1,1,1,2,0.53,110,1,Disposed - In Favour of Claimant,253.0
2021,Punjab,Printing & Packaging,Non-Payment,10-50 Lakh,3000000,PSU,265,1,1,1,4,1.0,62,0,Mutually Settled,66.0
2023,Rajasthan,Engineering & Fabrication,Non-Payment,1-10 Lakh,500000,Private Large Corp,255,1,1,0,5,0.33,81,0,Converted to Case - Pending,
2021,Gujarat,IT & Software Services,Partial Payment,50 Lakh - 1 Crore,7500000,PSU,153,1,1,1,7,0.56,68,0,Mutually Settled,167.0
2017,Haryana,Printing & Packaging,Non-Payment,Below 1 Lakh,50000,PSU,554,1,1,0,3,0.62,10,3,Mutually Settled,19.0
2023,Karnataka,Printing & Packaging,Partial Payment,1-10 Lakh,500000,Private Large Corp,771,1,1,1,8,0.65,107,0,Mutually Settled,94.0
2020,Uttar Pradesh,IT & Software Services,Non-Payment,Below 1 Lakh,50000,Private SME,193,1,1,1,2,0.57,5,2,Disposed - In Favour of Claimant,521.0
2019,Bihar,Electrical & Electronics,Non-Payment,Below 1 Lakh,50000,Private SME,765,1,1,1,9,0.67,57,0,Mutually Settled,17.0
2020,Maharashtra,IT & Software Services,Payment After Due Date,10-50 Lakh,3000000,Private Large Corp,103,0,1,1,11,0.64,117,3,Disposed - In Favour of Claimant,590.0
2022,Tamil Nadu,Auto Components,Partial Payment,1-10 Lakh,500000,Govt Department,289,0,1,1,5,0.79,29,3,Mutually Settled,96.0
2018,Maharashtra,Auto Components,Non-Payment,50 Lakh - 1 Crore,7500000,Private Large Corp,102,1,1,1,4,0.82,101,0,Mutually Settled,124.0
2024,West Bengal,Textile & Apparel,Non-Payment,1-10 Lakh,500000,Private SME,116,1,1,0,12,0.74,70,0,Disposed - In Favour of Claimant,255.0
2022,Haryana,Manufacturing,Quality Dispute Leading to Non-Payment,1-10 Lakh,500000,Govt Department,542,0,1,0,14,0.7,47,1,Mutually Settled,92.0
2020,Tamil Nadu,Construction,Non-Payment,10-50 Lakh,3000000,Private Large Corp,305,1,1,0,5,0.34,78,1,Disposed - In Favour of Claimant,465.0
2023,Haryana,Textile & Apparel,Quality Dispute Leading to Non-Payment,10-50 Lakh,3000000,Private SME,599,1,1,0,10,0.67,117,1,Mutually Settled,57.0
2024,Uttar Pradesh,Textile & Apparel,Partial Payment,10-50 Lakh,3000000,Private Large Corp,403,0,1,1,12,0.87,17,0,Mutually Settled,25.0
2022,West Bengal,Food Processing,Non-Payment,10-50 Lakh,3000000,Private Large Corp,79,1,1,0,4,0.33,103,0,Converted to Case - Pending,
2020,Rajasthan,Construction,Payment After Due Date,1-10 Lakh,500000,Govt Department,529,1,1,1,6,0.39,61,1,Disposed - In Favour of Claimant,321.0
2019,Uttar Pradesh,Manufacturing,Quality Dispute Leading to Non-Payment,10-50 Lakh,3000000,Private Large Corp,831,1,0,1,10,0.95,95,0,Mutually Settled,18.0
2024,Jharkhand,Printing & Packaging,Non-Payment,1-10 Lakh,500000,Private Large Corp,398,1,1,0,5,0.35,97,1,Converted to Case - Pending,
2020,Tamil Nadu,Construction,Non-Payment,1-10 Lakh,500000,Private Large Corp,750,0,1,1,13,0.63,33,0,Mutually Settled,77.0
2017,Maharashtra,Food Processing,Non-Payment,50 Lakh - 1 Crore,7500000,Private SME,474,0,1,0,11,0.54,81,0,Converted to Case - Pending,
2023,Delhi,Pharma & Chemicals,Quality Dispute Leading to Non-Payment,1-10 Lakh,500000,Private Large Corp,187,0,1,0,4,0.94,56,1,Mutually Settled,135.0
2019,Uttarakhand,Textile & Apparel,Partial Payment,10-50 Lakh,3000000,Private Large Corp,824,0,0,1,14,0.71,112,0,Disposed - In Favour of Claimant,584.0
2025,Uttar Pradesh,IT & Software Services,Non-Payment,1-10 Lakh,500000,Private Large Corp,678,1,0,1,14,0.81,48,0,Disposed - In Favour of Claimant,716.0
2024,Maharashtra,Textile & Apparel,Non-Payment,Below 1 Lakh,50000,Private Large Corp,481,1,0,1,5,0.66,94,1,Mutually Settled,146.0
2022,Tamil Nadu,Electrical & Electronics,Non-Payment,1-10 Lakh,500000,Govt Department,299,1,1,1,14,1.0,36,2,Mutually Settled,130.0
2024,Karnataka,Food Processing,Non-Payment,10-50 Lakh,3000000,PSU,810,1,0,1,2,0.5,11,0,Mutually Settled,152.0
2022,Gujarat,Textile & Apparel,Non-Payment,1-10 Lakh,500000,Private SME,821,1,0,1,10,0.72,59,0,Mutually Settled,171.0
2024,Punjab,Textile & Apparel,Partial Payment,1-10 Lakh,500000,Govt Department,361,1,1,1,2,0.9,5,3,Mutually Settled,155.0
2023,Goa,Construction,Non-Payment,50 Lakh - 1 Crore,7500000,Private Large Corp,343,1,1,1,12,0.95,101,0,Mutually Settled,30.0
2017,Rajasthan,Construction,Non-Payment,Below 1 Lakh,50000,PSU,701,0,1,0,9,0.6,2,1,Disposed - In Favour of Claimant,134.0
2025,Uttar Pradesh,IT & Software Services,Partial Payment,1-10 Lakh,500000,Govt Department,808,1,0,1,5,0.24,79,0,Converted to Case - Pending,
2024,Uttar Pradesh,Engineering & Fabrication,Non-Payment,50 Lakh - 1 Crore,7500000,PSU,212,0,1,1,8,0.57,77,3,Disposed - In Favour of Claimant,559.0
2025,Maharashtra,Electrical & Electronics,Non-Payment,50 Lakh - 1 Crore,7500000,Private SME,658,1,0,1,9,1.0,34,1,Mutually Settled,27.0
2023,Kerala,IT & Software Services,Non-Payment,1-10 Lakh,500000,CPSE,396,1,0,0,1,0.5,43,0,Mutually Settled,68.0
2021,Uttar Pradesh,Pharma & Chemicals,Non-Payment,50 Lakh - 1 Crore,7500000,Govt Department,87,1,0,1,3,0.71,67,1,Mutually Settled,172.0
2020,Uttar Pradesh,Electrical & Electronics,Payment After Due Date,1-10 Lakh,500000,CPSE,447,0,0,1,10,0.59,36,2,Mutually Settled,35.0
2019,Punjab,Construction,Partial Payment,1-10 Lakh,500000,PSU,436,0,1,0,10,0.64,38,0,Mutually Settled,95.0
2019,Rajasthan,Textile & Apparel,Non-Payment,50 Lakh - 1 Crore,7500000,Private Large Corp,433,0,0,1,8,0.91,119,1,Mutually Settled,58.0
2020,Punjab,Printing & Packaging,Non-Payment,50 Lakh - 1 Crore,7500000,PSU,141,1,1,0,2,0.7,96,3,Mutually Settled,115.0
2022,Maharashtra,Textile & Apparel,Non-Payment,1-10 Lakh,500000,Private Large Corp,503,0,1,1,13,1.0,12,2,Mutually Settled,125.0
2023,Telangana,Manufacturing,Partial Payment,Below 1 Lakh,50000,Private Large Corp,843,1,1,0,10,0.85,19,0,Mutually Settled,176.0
2020,Jharkhand,IT & Software Services,Partial Payment,Below 1 Lakh,50000,PSU,223,1,1,1,8,0.68,19,1,Mutually Settled,124.0
2022,Punjab,Electrical & Electronics,Partial Payment,1-10 Lakh,500000,Private Large Corp,799,0,1,0,10,0.63,75,0,Disposed - In Favour of Claimant,207.0
2021,Uttarakhand,Printing & Packaging,Non-Payment,10-50 Lakh,3000000,Private Large Corp,784,1,1,1,11,0.72,7,0,Mutually Settled,129.0
2023,Gujarat,Manufacturing,Non-Payment,1-10 Lakh,500000,PSU,858,1,1,1,11,0.4,81,0,Mutually Settled,89.0
2025,Rajasthan,Pharma & Chemicals,Payment After Due Date,1-10 Lakh,500000,Private Large Corp,332,1,1,1,1,0.44,1,0,Disposed - In Favour of Claimant,726.0
2023,Delhi,Textile & Apparel,Quality Dispute Leading to Non-Payment,10-50 Lakh,3000000,Private Large Corp,524,1,1,1,6,0.8,52,1,Mutually Settled,22.0
2018,Delhi,Engineering & Fabrication,Quality Dispute Leading to Non-Payment,50 Lakh - 1 Crore,7500000,Private SME,603,1,1,1,6,0.83,49,0,Mutually Settled,30.0
2022,Uttar Pradesh,Food Processing,Non-Payment,Below 1 Lakh,50000,Private Large Corp,483,1,1,1,13,0.39,24,1,Mutually Settled,176.0
2023,Tamil Nadu,Manufacturing,Payment After Due Date,10-50 Lakh,3000000,Private SME,603,0,1,1,9,0.82,59,3,Mutually Settled,58.0
2022,Maharashtra,Textile & Apparel,Payment After Due Date,50 Lakh - 1 Crore,7500000,Private SME,270,0,1,1,5,0.61,96,0,Disposed - In Favour of Claimant,291.0
2025,Uttar Pradesh,Textile & Apparel,Quality Dispute Leading to Non-Payment,1-10 Lakh,500000,Private SME,50,1,1,0,8,0.48,74,1,Disposed - In Favour of Claimant,326.0
2018,Gujarat,Electrical & Electronics,Non-Payment,50 Lakh - 1 Crore,7500000,Private Large Corp,823,0,1,1,12,0.59,14,1,Mutually Settled,38.0
2020,West Bengal,Electrical & Electronics,Payment After Due Date,10-50 Lakh,3000000,Govt Department,155,1,1,1,11,0.83,38,0,Mutually Settled,28.0
2020,Gujarat,Engineering & Fabrication,Non-Payment,Below 1 Lakh,50000,Private Large Corp,288,1,1,0,10,0.77,16,0,Mutually Settled,154.0
